OrderID,Courier,DeliveryZone,DeliveryService,DailyOrderVolume,risk,key_driver,OnTime,LatenessHours,RefundAmount,CourierDelayHours,InternalDelayHours
ORD2916,Ninja Van,Penang,Scheduled,13,10,Klang Valley zone,True,1.4166666666666667,0.0,6.033333333333335,0.0
ORD2865,Pos Laju,Penang,Next Day,14,11,Klang Valley zone,True,3.883333333333333,0.0,0.0,7.383333333333333
ORD2939,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,0.2333333333333333,0.0,0.3166666666666666,0.0
ORD2930,J&T Express,Penang,Scheduled,10,3,Klang Valley zone,True,0.6166666666666667,0.0,0.0,4.924999999999997
ORD2902,Pos Laju,Johor Bahru,Scheduled,17,3,Klang Valley zone,True,1.2,0.0,8.216666666666665,0.0
ORD2920,Lalamove,Klang Valley,Scheduled,11,0,In-house Rider,True,-0.05,0.0,0.05,0.0
ORD2866,Lalamove,Klang Valley,Same Day,14,4,Tight requested window,True,0.3666666666666666,0.0,0.1666666666666667,0.1999999999999999
ORD2871,GrabExpress,Klang Valley,Same Day,14,1,Same Day service,True,0.05,0.0,0.0,0.1083333333333333
ORD2872,Lalamove,Klang Valley,Same Day,14,11,Order hour,True,0.5833333333333334,0.0,0.0,0.9
ORD2922,In-house Rider,Klang Valley,Scheduled,11,0,Bouquet,True,0.5,0.0,0.0,0.9666666666666668
ORD2897,GrabExpress,Klang Valley,Scheduled,17,1,Order hour,True,0.4333333333333333,100.98,1.0416666666666667,0.0
ORD2864,Lalamove,Klang Valley,Same Day,14,6,Tight requested window,True,0.2,0.0,0.0,0.3999999999999999
ORD2863,GrabExpress,Klang Valley,Same Day,14,47,Order value,True,0.6666666666666666,0.0,0.0,0.8250000000000001
ORD2873,Lalamove,Klang Valley,Same Day,14,1,Same Day service,True,-0.0666666666666666,0.0,0.0333333333333334,0.0
ORD2884,Ninja Van,Klang Valley,Next Day,14,6,Ninja Van,True,6.233333333333333,0.0,3.616666666666671,2.616666666666664
ORD2880,J&T Express,Johor Bahru,Next Day,14,18,Klang Valley zone,True,8.15,87.5,3.291666666666668,4.858333333333331
ORD2887,J&T Express,Other,Next Day,14,10,Klang Valley zone,True,2.533333333333333,0.0,4.475000000000001,0.0
ORD2879,Pos Laju,Johor Bahru,Next Day,14,7,Klang Valley zone,True,7.033333333333333,0.0,0.0666666666666664,6.966666666666667
ORD2937,Pos Laju,Other,Scheduled,10,5,Klang Valley zone,True,0.4,0.0,5.966666666666665,0.0
ORD2883,Lalamove,Klang Valley,Same Day,14,3,Tight requested window,True,0.6333333333333333,0.0,0.6833333333333336,0.0
ORD2886,GrabExpress,Klang Valley,Same Day,14,30,Tight requested window,True,0.2,0.0,0.0416666666666667,0.1583333333333334
ORD2894,Ninja Van,Penang,Next Day,17,60,Klang Valley zone,True,-0.9,0.0,0.0,0.8333333333333321
ORD2890,In-house Rider,Klang Valley,Next Day,17,2,Order weekday,True,0.2666666666666666,0.0,0.0,0.5333333333333334
ORD2882,GrabExpress,Klang Valley,Same Day,14,8,Birthday occasion,True,0.1333333333333333,0.0,0.2250000000000001,0.0
ORD2960,Pos Laju,Other,Scheduled,12,71,Other zone,True,-0.6,0.0,3.4499999999999997,0.0
ORD2898,Ninja Van,Johor Bahru,Next Day,17,19,Klang Valley zone,True,-0.05,0.0,0.0,0.0666666666666628
ORD2954,GrabExpress,Klang Valley,Scheduled,12,0,Lalamove,True,0.7166666666666667,0.0,0.0249999999999999,0.6916666666666667
ORD2904,Lalamove,Klang Valley,Same Day,17,14,Tight requested window,True,0.3166666666666666,0.0,0.5333333333333332,0.0
ORD2891,GrabExpress,Klang Valley,Same Day,17,15,Tight requested window,True,0.8333333333333334,0.0,0.8749999999999998,0.0
ORD2903,In-house Rider,Klang Valley,Same Day,17,66,Tight requested window,True,0.8833333333333333,0.0,0.0,1.1666666666666667
ORD2896,In-house Rider,Klang Valley,Same Day,17,25,Tight requested window,True,0.5333333333333333,0.0,0.0,1.0833333333333337
ORD2918,Ninja Van,Other,Next Day,13,73,Klang Valley zone,True,-0.5666666666666667,0.0,0.0,0.0
ORD2893,GrabExpress,Klang Valley,Same Day,17,2,Scheduled service,True,0.4833333333333333,47.31,0.6083333333333332,0.0
ORD2976,GrabExpress,Klang Valley,Scheduled,18,1,Anniversary occasion,True,0.6666666666666666,0.0,0.3416666666666665,0.3249999999999999
ORD2892,Lalamove,Klang Valley,Same Day,17,83,Tight requested window,False,2.2666666666666666,0.0,1.6333333333333333,0.6333333333333333
ORD2900,Lalamove,Klang Valley,Same Day,17,16,Order hour,False,1.0166666666666666,0.0,0.0,1.2166666666666666
ORD2907,Lalamove,Klang Valley,Next Day,13,2,Order value,True,0.7666666666666667,0.0,0.0,0.7999999999999999
ORD2972,Lalamove,Klang Valley,Scheduled,18,0,GrabExpress,True,2.1333333333333333,0.0,1.1833333333333336,0.95
ORD2946,GrabExpress,Klang Valley,Scheduled,8,0,In-house Rider,True,-0.3,0.0,0.0,0.2916666666666667
ORD2905,GrabExpress,Klang Valley,Same Day,17,7,Order value,True,0.4833333333333333,0.0,0.0,0.5916666666666667
ORD2889,In-house Rider,Klang Valley,Same Day,17,1,Same Day service,True,0.05,0.0,0.4833333333333331,0.0
ORD2895,Lalamove,Klang Valley,Same Day,17,91,Tight requested window,False,1.2833333333333334,0.0,0.8666666666666667,0.4166666666666667
ORD2980,Ninja Van,Johor Bahru,Scheduled,18,4,Klang Valley zone,True,0.5333333333333333,169.82,2.3666666666666707,0.0
ORD2910,Pos Laju,Other,Next Day,13,18,Klang Valley zone,True,7.633333333333334,0.0,6.050000000000001,1.583333333333332
ORD2917,J&T Express,Johor Bahru,Next Day,13,74,Klang Valley zone,False,26.683333333333334,0.0,25.825000000000003,0.8583333333333307
ORD2906,J&T Express,Other,Next Day,13,16,Klang Valley zone,True,5.75,0.0,4.091666666666669,1.6583333333333314
ORD2987,GrabExpress,Klang Valley,Scheduled,18,0,In-house Rider,True,0.3333333333333333,0.0,0.7916666666666667,0.0
ORD2915,Lalamove,Klang Valley,Next Day,13,1,Order value,True,0.6833333333333333,0.0,1.0666666666666669,0.0
ORD2986,In-house Rider,Klang Valley,Scheduled,18,0,Lalamove,True,0.5333333333333333,0.0,0.7833333333333334,0.0
ORD2927,GrabExpress,Klang Valley,Scheduled,11,0,Anniversary occasion,True,-0.1833333333333333,0.0,0.0,0.0
ORD2913,GrabExpress,Klang Valley,Next Day,13,21,Order value,True,0.5333333333333333,0.0,0.425,0.1083333333333333
ORD2911,Lalamove,Klang Valley,Same Day,13,12,Tight requested window,True,0.25,0.0,0.0,0.6166666666666667
ORD2967,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,0.4333333333333333,0.0,0.8,0.0
ORD2908,In-house Rider,Klang Valley,Same Day,13,4,Same Day service,True,0.5166666666666667,0.0,0.0,0.7833333333333334
ORD2929,Ninja Van,Johor Bahru,Next Day,11,16,Klang Valley zone,True,-0.2833333333333333,0.0,1.1000000000000014,0.0
ORD2914,GrabExpress,Klang Valley,Same Day,13,78,Tight requested window,False,2.566666666666667,0.0,1.9083333333333332,0.6583333333333333
ORD2928,Lalamove,Klang Valley,Next Day,11,1,Order value,True,0.7333333333333333,0.0,0.75,0.0
ORD2982,Ninja Van,Penang,Scheduled,18,92,Klang Valley zone,False,17.95,0.0,22.41666666666667,0.0
ORD2923,Pos Laju,Johor Bahru,Next Day,11,5,Klang Valley zone,True,2.066666666666667,0.0,4.866666666666667,0.0
ORD2956,Pos Laju,Penang,Scheduled,12,8,Klang Valley zone,True,-0.3333333333333333,0.0,3.8000000000000007,0.0
ORD2926,J&T Express,Penang,Next Day,11,40,Klang Valley zone,True,11.866666666666667,0.0,2.625,9.241666666666664
ORD2924,In-house Rider,Klang Valley,Same Day,11,12,Tight requested window,True,-0.0333333333333333,0.0,0.0,0.0333333333333334
ORD2921,GrabExpress,Klang Valley,Same Day,11,5,Same Day service,True,-0.2166666666666666,0.0,0.0416666666666667,0.0
ORD2955,GrabExpress,Klang Valley,Scheduled,12,1,Order value,True,0.0833333333333333,0.0,0.6583333333333334,0.0
ORD2936,GrabExpress,Klang Valley,Next Day,10,1,In-house Rider,True,0.3333333333333333,0.0,0.0,0.5083333333333333
ORD2945,Lalamove,Klang Valley,Scheduled,8,0,In-house Rider,True,-0.05,0.0,0.0,0.1666666666666667
ORD2938,GrabExpress,Klang Valley,Next Day,10,0,In-house Rider,True,0.8,0.0,0.1916666666666666,0.6083333333333334
ORD2961,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,0.8666666666666667,0.0,0.0,1.0333333333333334
ORD2931,J&T Express,Johor Bahru,Next Day,10,10,Klang Valley zone,True,5.766666666666667,0.0,4.525000000000002,1.2416666666666636
ORD2962,Ninja Van,Johor Bahru,Scheduled,12,1,Klang Valley zone,True,0.7166666666666667,0.0,0.0,3.7333333333333303
ORD2934,Lalamove,Klang Valley,Next Day,10,8,Order hour,True,0.4666666666666667,0.0,0.7166666666666668,0.0
ORD2933,GrabExpress,Klang Valley,Same Day,10,28,Tight requested window,True,0.2833333333333333,0.0,0.8083333333333333,0.0
ORD2932,In-house Rider,Klang Valley,Same Day,10,12,Tight requested window,True,-0.0166666666666666,0.0,0.2166666666666665,0.0
ORD2941,Ninja Van,Other,Next Day,8,89,Ninja Van,False,18.83333333333333,0.0,24.0,0.0
ORD2942,Ninja Van,Other,Next Day,8,36,Ninja Van,True,0.4166666666666667,0.0,6.116666666666671,0.0
ORD2935,In-house Rider,Klang Valley,Same Day,10,8,Tight requested window,True,0.65,0.0,0.0,0.7000000000000001
ORD3015,Lalamove,Klang Valley,Scheduled,7,0,In-house Rider,True,0.3,69.04,0.0,0.5833333333333333
ORD2949,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,0.0166666666666666,0.0,0.3333333333333332,0.0
ORD2963,Lalamove,Klang Valley,Scheduled,12,0,Order value,True,0.95,0.0,0.9666666666666668,0.0
ORD3007,Lalamove,Klang Valley,Scheduled,12,0,Order value,True,0.2166666666666666,0.0,0.5499999999999998,0.0
ORD2947,Lalamove,Klang Valley,Same Day,8,1,Tight requested window,True,-0.2,0.0,0.2333333333333334,0.0
ORD2970,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,-0.2333333333333333,0.0,0.0499999999999998,0.0
ORD2940,In-house Rider,Klang Valley,Same Day,8,0,Same Day service,True,0.5333333333333333,0.0,0.3166666666666666,0.2166666666666667
ORD2944,In-house Rider,Klang Valley,Same Day,8,4,Tight requested window,True,0.35,0.0,0.0,0.7333333333333334
ORD2999,Lalamove,Klang Valley,Scheduled,12,0,In-house Rider,True,0.3333333333333333,0.0,0.0166666666666666,0.3166666666666666
ORD2950,Pos Laju,Penang,Next Day,12,12,Klang Valley zone,True,0.2666666666666666,0.0,0.0,0.966666666666665
ORD2971,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,0.2333333333333333,0.0,0.5166666666666664,0.0
ORD3009,Ninja Van,Penang,Scheduled,12,18,Klang Valley zone,True,1.7666666666666666,0.0,10.033333333333337,0.0
ORD2953,Lalamove,Klang Valley,Next Day,12,8,Tight requested window,True,0.2833333333333333,115.35,0.0,0.8166666666666667
ORD2989,In-house Rider,Klang Valley,Scheduled,18,0,Lalamove,True,0.65,0.0,0.5333333333333334,0.1166666666666667
ORD2958,Pos Laju,Penang,Next Day,12,53,Klang Valley zone,True,7.066666666666666,0.0,0.6833333333333336,6.383333333333333
ORD2952,GrabExpress,Klang Valley,Same Day,12,42,Tight requested window,True,0.65,0.0,0.0,0.9416666666666668
ORD2951,GrabExpress,Klang Valley,Same Day,12,46,Tight requested window,True,0.85,47.4,0.2749999999999999,0.5750000000000001
ORD2957,GrabExpress,Klang Valley,Same Day,12,11,Tight requested window,True,-0.0166666666666666,0.0,0.0,0.7083333333333334
ORD2948,In-house Rider,Klang Valley,Same Day,12,19,Tight requested window,True,0.6666666666666666,0.0,0.0,0.6666666666666667
ORD3019,Lalamove,Klang Valley,Scheduled,10,0,Order hour,True,1.0333333333333334,0.0,0.75,0.2833333333333332
ORD2974,In-house Rider,Klang Valley,Scheduled,18,0,Order hour,True,0.7833333333333333,0.0,0.0999999999999998,0.6833333333333335
ORD3035,Lalamove,Klang Valley,Scheduled,12,0,In-house Rider,True,0.2166666666666666,113.21,0.0,0.7833333333333333
ORD2959,Lalamove,Klang Valley,Same Day,12,1,Same Day service,True,0.1166666666666666,0.0,0.5,0.0
ORD2965,Ninja Van,Penang,Next Day,12,81,Ninja Van,True,2.3833333333333333,76.72,3.000000000000004,0.0
ORD3033,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,0.35,0.0,0.0,0.3500000000000001
ORD3027,GrabExpress,Klang Valley,Scheduled,10,0,In-house Rider,True,0.5,0.0,0.0,0.6916666666666667
ORD3023,Pos Laju,Johor Bahru,Scheduled,10,6,Klang Valley zone,True,1.2333333333333334,0.0,1.75,0.0
ORD2983,Lalamove,Klang Valley,Scheduled,18,0,In-house Rider,True,-0.0666666666666666,110.79,0.0,0.0
ORD2994,In-house Rider,Klang Valley,Scheduled,9,0,Lalamove,True,0.5,0.0,0.1166666666666667,0.3833333333333333
ORD3000,GrabExpress,Klang Valley,Scheduled,12,2,Anniversary occasion,True,0.5666666666666667,0.0,0.0916666666666665,0.4750000000000001
ORD2964,In-house Rider,Klang Valley,Same Day,12,2,Order weekday,True,0.2666666666666666,0.0,0.0,0.55
ORD2968,Lalamove,Klang Valley,Same Day,12,17,Tight requested window,True,0.4333333333333333,0.0,0.1666666666666667,0.2666666666666666
ORD2966,Lalamove,Klang Valley,Same Day,12,25,Tight requested window,True,-0.0833333333333333,0.0,0.0,0.55
ORD2969,Lalamove,Klang Valley,Same Day,12,28,Tight requested window,True,0.7666666666666667,0.0,0.05,0.7166666666666667
ORD2981,Pos Laju,Penang,Next Day,18,8,Klang Valley zone,True,6.9,80.52,9.516666666666666,0.0
ORD2984,Ninja Van,Penang,Next Day,18,31,Klang Valley zone,True,3.716666666666667,0.0,2.5166666666666693,1.1999999999999993
ORD2979,Pos Laju,Other,Next Day,18,17,Klang Valley zone,True,2.15,0.0,2.966666666666665,0.0
ORD2985,In-house Rider,Klang Valley,Next Day,18,2,Order weekday,True,-0.15,0.0,0.0,0.6500000000000001
ORD3029,GrabExpress,Klang Valley,Scheduled,12,0,Lalamove,True,0.5833333333333334,0.0,1.075,0.0
ORD3049,GrabExpress,Klang Valley,Scheduled,15,0,Order value,True,0.2166666666666666,0.0,0.0,0.3416666666666668
ORD2977,GrabExpress,Klang Valley,Same Day,18,3,Tight requested window,True,0.6666666666666666,0.0,0.175,0.4916666666666667
ORD2973,In-house Rider,Klang Valley,Same Day,18,21,Tight requested window,True,0.8833333333333333,0.0,0.7333333333333332,0.1500000000000001
ORD2978,GrabExpress,Klang Valley,Same Day,18,14,Tight requested window,True,0.6,0.0,0.1583333333333332,0.4416666666666666
ORD2975,Lalamove,Klang Valley,Same Day,18,10,Tight requested window,True,-0.0333333333333333,0.0,0.0,0.2666666666666666
ORD2988,GrabExpress,Klang Valley,Same Day,18,16,Tight requested window,True,0.5833333333333334,0.0,0.0,0.625
ORD3017,In-house Rider,Klang Valley,Scheduled,7,0,Lalamove,True,0.6333333333333333,0.0,0.4333333333333333,0.2000000000000001
ORD3013,In-house Rider,Klang Valley,Scheduled,7,0,Lalamove,True,0.25,57.04,0.9666666666666666,0.0
ORD3041,In-house Rider,Klang Valley,Scheduled,15,0,Lalamove,True,0.2666666666666666,0.0,0.0999999999999998,0.1666666666666667
ORD2995,Ninja Van,Johor Bahru,Next Day,9,27,Ninja Van,True,7.25,0.0,2.250000000000004,4.9999999999999964
ORD3011,In-house Rider,Klang Valley,Scheduled,7,0,Non-fresh,True,0.5666666666666667,0.0,0.0,0.7500000000000001
ORD2990,GrabExpress,Klang Valley,Same Day,9,8,Order weekday,True,0.8666666666666667,0.0,0.4416666666666666,0.425
ORD2993,GrabExpress,Klang Valley,Same Day,9,86,Tight requested window,False,1.2666666666666666,0.0,1.3416666666666666,0.0
ORD3059,Pos Laju,Other,Scheduled,17,5,Klang Valley zone,True,-0.2833333333333333,0.0,6.616666666666667,0.0
ORD2998,Lalamove,Klang Valley,Same Day,9,1,Order weekday,True,0.45,0.0,0.0666666666666666,0.3833333333333333
ORD2996,GrabExpress,Klang Valley,Same Day,9,3,In-house Rider,True,0.5833333333333334,0.0,0.825,0.0
ORD2991,Lalamove,Klang Valley,Same Day,9,2,In-house Rider,True,0.4666666666666667,0.0,0.4666666666666668,0.0
ORD3031,Lalamove,Klang Valley,Scheduled,12,0,Order value,True,0.7333333333333333,0.0,1.2666666666666666,0.0
ORD2997,Lalamove,Klang Valley,Same Day,9,42,Tight requested window,True,0.7666666666666667,0.0,0.8666666666666667,0.0
ORD2992,In-house Rider,Klang Valley,Same Day,9,1,Tight requested window,True,0.1,0.0,0.1333333333333333,0.0
ORD3082,Lalamove,Klang Valley,Scheduled,11,0,In-house Rider,True,0.3666666666666666,65.94,0.0,0.4333333333333333
ORD3053,J&T Express,Johor Bahru,Scheduled,15,85,Klang Valley zone,False,16.083333333333332,0.0,12.841666666666669,3.241666666666664
ORD3055,GrabExpress,Klang Valley,Scheduled,17,0,Order value,True,1.1333333333333333,0.0,1.1416666666666668,0.0
ORD3002,J&T Express,Other,Next Day,12,93,Tight requested window,False,13.5,0.0,6.025000000000002,7.474999999999998
ORD3003,Ninja Van,Other,Next Day,12,72,Klang Valley zone,True,6.583333333333333,0.0,0.9666666666666686,5.616666666666664
ORD3024,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,0.8833333333333333,0.0,0.0,1.1333333333333333
ORD3005,Lalamove,Klang Valley,Same Day,12,5,Tight requested window,True,0.55,0.0,0.3333333333333332,0.2166666666666665
ORD3008,In-house Rider,Klang Valley,Same Day,12,1,Lalamove,True,0.8166666666666667,0.0,0.5833333333333333,0.2333333333333334
ORD3004,GrabExpress,Klang Valley,Same Day,12,31,Order value,True,0.2,0.0,0.0,0.4750000000000001
ORD3010,Lalamove,Klang Valley,Same Day,12,8,Tight requested window,True,-0.3,0.0,0.05,0.0
ORD3006,Lalamove,Klang Valley,Same Day,12,24,Tight requested window,True,0.5,0.0,0.0,0.9833333333333332
ORD3016,Pos Laju,Penang,Next Day,7,2,Klang Valley zone,True,4.666666666666667,0.0,6.466666666666665,0.0
ORD3001,In-house Rider,Klang Valley,Same Day,12,6,Same Day service,True,0.6833333333333333,0.0,0.8666666666666665,0.0
ORD3051,GrabExpress,Klang Valley,Scheduled,15,0,In-house Rider,True,0.2666666666666666,0.0,0.3583333333333334,0.0
ORD3043,GrabExpress,Klang Valley,Scheduled,15,0,Lalamove,True,1.5,0.0,1.6249999999999998,0.0
ORD3032,GrabExpress,Klang Valley,Scheduled,12,0,Lalamove,True,0.5166666666666667,0.0,0.0083333333333333,0.5083333333333333
ORD3012,Lalamove,Klang Valley,Next Day,7,0,In-house Rider,True,0.0166666666666666,0.0,0.4333333333333335,0.0
ORD3071,In-house Rider,Klang Valley,Scheduled,17,0,Lalamove,True,0.4666666666666667,0.0,0.0,0.7166666666666668
ORD3014,Pos Laju,Johor Bahru,Next Day,7,3,Klang Valley zone,True,10.6,0.0,6.016666666666666,4.583333333333332
ORD3034,In-house Rider,Klang Valley,Scheduled,12,0,Anniversary occasion,True,0.4333333333333333,0.0,0.3666666666666665,0.0666666666666666
ORD3065,GrabExpress,Klang Valley,Scheduled,17,0,In-house Rider,True,0.1333333333333333,0.0,0.0,0.2416666666666667
ORD3050,In-house Rider,Klang Valley,Scheduled,15,0,Lalamove,True,0.9166666666666666,0.0,1.1,0.0
ORD3080,Pos Laju,Penang,Scheduled,11,34,Klang Valley zone,True,2.4166666666666665,0.0,4.916666666666668,0.0
ORD3084,Lalamove,Klang Valley,Scheduled,8,0,In-house Rider,True,0.3666666666666666,117.08,0.0,0.9833333333333332
ORD3026,Ninja Van,Klang Valley,Next Day,10,4,Ninja Van,True,5.85,0.0,6.466666666666669,0.0
ORD3093,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,-0.1666666666666666,0.0,0.0,0.4666666666666668
ORD3030,GrabExpress,Klang Valley,Scheduled,12,1,Anniversary occasion,True,-0.15,0.0,0.7583333333333335,0.0
ORD3075,Ninja Van,Penang,Scheduled,11,9,Klang Valley zone,True,-0.15,0.0,1.0500000000000007,0.0
ORD3094,J&T Express,Other,Scheduled,12,3,Klang Valley zone,True,0.1166666666666666,0.0,0.0,4.824999999999999
ORD3022,Lalamove,Klang Valley,Same Day,10,25,Tight requested window,True,0.4,0.0,0.0,0.5333333333333332
ORD3018,GrabExpress,Klang Valley,Same Day,10,45,Tight requested window,True,0.4333333333333333,0.0,0.7249999999999999,0.0
ORD3025,GrabExpress,Klang Valley,Same Day,10,8,In-house Rider,True,0.4333333333333333,0.0,0.9083333333333334,0.0
ORD3020,GrabExpress,Klang Valley,Same Day,10,86,Tight requested window,False,1.1166666666666667,0.0,1.0083333333333335,0.1083333333333333
ORD3021,GrabExpress,Klang Valley,Same Day,10,16,In-house Rider,True,0.2333333333333333,0.0,0.0,0.2583333333333333
ORD3068,In-house Rider,Klang Valley,Scheduled,17,0,GrabExpress,True,-0.1666666666666666,0.0,0.2666666666666666,0.0
ORD3037,J&T Express,Johor Bahru,Next Day,12,7,Klang Valley zone,True,-0.2166666666666666,0.0,0.0,0.8583333333333307
ORD3076,In-house Rider,Klang Valley,Scheduled,11,0,Lalamove,True,0.0,0.0,0.0,0.0
ORD3052,GrabExpress,Klang Valley,Scheduled,15,0,Lalamove,True,0.1166666666666666,0.0,0.2083333333333332,0.0
ORD3036,In-house Rider,Klang Valley,Next Day,12,2,Lalamove,True,1.5333333333333334,0.0,1.3166666666666669,0.2166666666666667
ORD3038,In-house Rider,Klang Valley,Same Day,12,4,Tight requested window,True,0.4333333333333333,0.0,0.4333333333333333,0.0
ORD3045,Pos Laju,Johor Bahru,Next Day,15,14,Klang Valley zone,True,3.1166666666666667,161.66,2.166666666666668,0.9499999999999992
ORD3039,In-house Rider,Klang Valley,Same Day,12,54,Tight requested window,True,0.2,0.0,0.4999999999999998,0.0
ORD3119,GrabExpress,Klang Valley,Scheduled,12,1,Lalamove,True,1.75,0.0,1.3583333333333332,0.3916666666666666
ORD3112,Lalamove,Klang Valley,Scheduled,12,0,In-house Rider,True,-0.1333333333333333,0.0,0.1666666666666667,0.0
ORD3028,In-house Rider,Klang Valley,Same Day,12,14,Order hour,True,0.6166666666666667,0.0,0.8499999999999999,0.0
ORD3090,GrabExpress,Klang Valley,Scheduled,8,0,In-house Rider,True,2.3,0.0,1.7083333333333333,0.5916666666666667
ORD3073,Lalamove,Klang Valley,Scheduled,11,1,In-house Rider,True,0.7,0.0,0.0666666666666666,0.6333333333333333
ORD3121,Lalamove,Klang Valley,Scheduled,12,0,In-house Rider,True,-0.2833333333333333,0.0,0.0,0.3166666666666666
ORD3046,Pos Laju,Penang,Next Day,15,7,Klang Valley zone,True,5.3,0.0,5.916666666666668,0.0
ORD3117,Ninja Van,Other,Scheduled,12,92,Klang Valley zone,False,22.33333333333333,0.0,29.383333333333333,0.0
ORD3087,In-house Rider,Klang Valley,Scheduled,8,0,Lalamove,True,0.5333333333333333,0.0,0.5999999999999999,0.0
ORD3048,Ninja Van,Penang,Next Day,15,68,Tight requested window,True,6.633333333333334,155.47,0.0,9.416666666666664
ORD3064,Ninja Van,Penang,Scheduled,17,15,Ninja Van,True,-0.3166666666666666,94.2,0.0,1.833333333333332
ORD3118,In-house Rider,Klang Valley,Scheduled,12,0,Order value,True,0.2666666666666666,0.0,0.1166666666666667,0.1500000000000001
ORD3060,In-house Rider,Klang Valley,Scheduled,17,0,Lalamove,True,0.1166666666666666,0.0,0.0,0.8333333333333334
ORD3044,GrabExpress,Klang Valley,Same Day,15,11,Tight requested window,True,0.4333333333333333,0.0,0.0,0.925
ORD3042,Lalamove,Klang Valley,Same Day,15,16,Tight requested window,True,0.9,0.0,1.3333333333333337,0.0
ORD3047,Lalamove,Klang Valley,Same Day,15,4,Same Day service,False,1.0166666666666666,0.0,1.2333333333333334,0.0
ORD3054,Lalamove,Klang Valley,Same Day,15,1,Same Day service,True,0.2,0.0,0.3666666666666667,0.0
ORD3069,GrabExpress,Klang Valley,Next Day,17,2,Order weekday,True,0.7166666666666667,0.0,0.0,1.175
ORD3040,GrabExpress,Klang Valley,Same Day,15,4,Tight requested window,True,0.95,0.0,0.3083333333333333,0.6416666666666667
ORD3123,GrabExpress,Klang Valley,Scheduled,12,0,Lalamove,True,1.4,154.42,1.325,0.0749999999999999
ORD3061,J&T Express,Other,Next Day,17,37,Klang Valley zone,True,1.3333333333333333,0.0,3.4750000000000014,0.0
ORD3067,J&T Express,Penang,Next Day,17,77,J&T Express,False,16.25,85.95,13.391666666666666,2.8583333333333307
ORD3062,In-house Rider,Klang Valley,Same Day,17,75,Tight requested window,False,1.2833333333333334,0.0,1.3333333333333333,0.0
ORD3056,Lalamove,Klang Valley,Same Day,17,19,Tight requested window,True,0.75,0.0,0.7999999999999998,0.0
ORD3057,In-house Rider,Klang Valley,Same Day,17,22,Tight requested window,True,-0.2833333333333333,0.0,0.0,0.4500000000000002
ORD3132,In-house Rider,Klang Valley,Scheduled,11,0,Lalamove,True,0.7666666666666667,0.0,0.8333333333333333,0.0
ORD3058,In-house Rider,Klang Valley,Same Day,17,38,Tight requested window,True,0.2666666666666666,0.0,0.0,0.5666666666666667
ORD3063,GrabExpress,Klang Valley,Same Day,17,11,Tight requested window,True,0.55,0.0,0.8749999999999998,0.0
ORD3072,Lalamove,Klang Valley,Next Day,11,1,In-house Rider,True,-0.1166666666666666,0.0,0.0,0.0
ORD3066,In-house Rider,Klang Valley,Same Day,17,21,Tight requested window,True,0.9166666666666666,0.0,0.9666666666666666,0.0
ORD3070,In-house Rider,Klang Valley,Same Day,17,15,Anniversary occasion,True,-0.3,0.0,0.0,0.55
ORD3086,Lalamove,Klang Valley,Scheduled,8,0,In-house Rider,True,0.65,0.0,0.7666666666666666,0.0
ORD3104,GrabExpress,Klang Valley,Scheduled,12,1,Anniversary occasion,True,-0.05,0.0,0.0416666666666667,0.0
ORD3130,Lalamove,Klang Valley,Scheduled,11,0,In-house Rider,True,0.3666666666666666,0.0,0.0333333333333334,0.3333333333333332
ORD3097,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,0.85,0.0,0.1333333333333333,0.7166666666666668
ORD3078,Lalamove,Klang Valley,Same Day,11,8,Tight requested window,True,0.3833333333333333,0.0,0.0,0.8333333333333333
ORD3103,Pos Laju,Johor Bahru,Scheduled,12,9,Klang Valley zone,True,-0.6,0.0,0.0,0.5
ORD3074,GrabExpress,Klang Valley,Same Day,11,50,Order value,True,0.5833333333333334,0.0,0.375,0.2083333333333332
ORD3077,In-house Rider,Klang Valley,Same Day,11,1,Same Day service,True,0.0,0.0,0.6833333333333333,0.0
ORD3088,Ninja Van,Klang Valley,Next Day,8,4,Ninja Van,True,0.5666666666666667,0.0,5.783333333333335,0.0
ORD3159,Ninja Van,Other,Scheduled,11,28,Klang Valley zone,True,-0.9166666666666666,0.0,2.433333333333337,0.0
ORD3081,Lalamove,Klang Valley,Same Day,11,19,In-house Rider,True,0.7666666666666667,0.0,0.0,0.7833333333333333
ORD3096,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,0.95,0.0,0.9000000000000001,0.05
ORD3079,Lalamove,Klang Valley,Same Day,11,6,Order weekday,True,0.1333333333333333,0.0,0.0,0.1999999999999999
ORD3099,GrabExpress,Klang Valley,Scheduled,12,1,Order weekday,True,0.0333333333333333,0.0,0.0,0.725
